User,User id,User description,location,time zone,user language,followers count,user follows count,tweet count,profile created,default profile img,user verified,tweet text,tweet id,tweeted at,favorite count,retweeted,retweet count,language,geo,hashtags,urls,friends
Josh Wray,411846090,Chemistry student at University of Hull,Doncaster,,en,284,449,7705,Sun Nov 13 23:30:21 +0000 2011,False,False,"RT @paddypower: Ted Cruz pulls out of the US Presidential race, gives his wife the Fellaini treatment for her troubles: https://t.co/sPX9HL…",727793715062902784,Wed May 04 09:35:18 +0000 2016,0,False,27,en,,[],"[{u'url': u'https://t.co/sPX9HL1M1M', u'indices': [120, 140], u'expanded_url': u'https://vine.co/v/ixH2e1bqz5D', u'display_url': u'vine.co/v/ixH2e1bqz5D'}]","[u'Tyson_Fury', u'AndersonPaak', u'robert_huth', u'LewisHamilton', u'SkySportsF1', u'TAGHeuer', u'ChemistryWorld', u'RoySocChem', u'Dele_Alli', u'BJTHECHICAGOKID', u'NPowell25', u'OfficialChip', u'CoalitionGears', u'EpicGames', u'HullChemistry', u'HullUniScience', u'TheNotoriousMMA', u'HumbersideSport', u'jimmyfallon', u'astro_timpeake', u'ChrisEubankJr', u'BazElliott', u'PaulChuckle2', u'GlenfiddichSMW', u'LouisVuitton', u'EddieHearn', u'idriselba', u'anthonyfjoshua', u'SkySportsBoxing', u'DanReynolds', u'samclucas', u'WileyUpdates', u'SkyFootball', u'Stormzy1', u'Skepta', u'Tigers_Academy', u'NobelPrize', u'_katiebenson', u'IsaacHayden65', u'Moses_28', u'beatsbydre', u'beatsbydreUK', u'OptaJoe', u'steam_games', u'BritishSciFest', u'OsheaJacksonJr', u'icecube', u'newscientist', u'GearsofWar', u'WhoScored', u'SkyBetChamp', u'luergreg', u'SonyUK', u'drdre', u'cakpom', u'laurensmyth9', u'xboxuk', u'Tigertully', u'PJBuckingham', u'abdashsoul', u'jayrock', u'katie_showler', u'EniAlu', u'TopDawgEnt', u'ScHoolBoyQ', u'Tip', u'JColeNC', u'JohnCleese', u'robsnodgrass7', u'NandosUK', u'krispykremeUK', u'JmeBBK', u'LucyRawson', u'BethanMai_', u'Seandenney123', u'JakeB_96_', u'LauraAskew93', u'ArianaGrande', u'HKane', u'carlitos3210', u'BurgerKing', u'PringleGulzar', u'RappersSaid', u'josh_talbot', u'beethherbert', u'Straudy_V', u'FootGolfYorks', u'shaytims', u'AshleyRawlings4', u'HarryLees1996', u'paddypower', u'LOLfooty', u'samlapish', u'rustyrockets', u'AmazonUK', u'Dele_Adebola', u'DomJolly_', u'olivviabennett', u'andrewrobertso5', u'UniOfHull', u'umbro', u'DanielSturridge', u'AshbeeIan', u'yelyahwilliams', u'carling', u'amyseeymour', u'dapperlaughs', u'nvidia', u'Sony', u'IBM', u'Pharrell', u'fucktyler', u'YorkshireSlang', u'FootballVines', u'FloydMayweather', u'MuhammadAli', u'therealgreegsy1', u'Hullccnews', u'jordanh4970', u'DavidMeyler7', u'Ibra_official', u'sonyxperia', u'Squawka', u'29_JL', u'ShaneLong7', u'thelewis1997', u'Luke_Curtis97', u'kendricklamar', u'OfficialRandL', u'hannahfayepurds', u'kaayleigh_smith', u'JoshPalmer5', u'daRealAkinfenwa', u'Abercrombie', u'RichardDawkins', u'Aiden_Slater', u'lennonmitch', u'Hyperec_HRS', u'ReeceSmillie', u'rhys_moran', u'JakLee11', u'eljayrigby', u'Huddz8', u'kristylucaas', u'Burberry', u'HullCityST', u'GAMEHull', u'ray_ban', u'JoshWong10', u'NathanRedmond22', u'FBAwayDays', u'ashleyrawlings9', u'premierleague', u'FCBarcelona', u'TSBible', u'EuropaLeague', u'ChampionsLeague', u'danny_wilton20', u'adidasfootball', u'Sagboyannick20', u'EmileHeskeyUK', u'LethalBizzle', u'MrJamesMay', u'John_W_Henry', u'TheCurtisDavies', u'BDC_org', u'SophWilcox96', u'HullCityLive', u'FBL72', u'jordyseymour95', u'skyatlantic', u'usainbolt', u'NASA', u'BrunoMars', u'JackWilshere', u'DeadlineDayLive', u'YouTubeVldeos', u'SkyBet', u'BillGates', u'chlo_hutchinson', u'Ciroc', u'intel', u'FinallyMario', u'MemesOfThrones', u'GarethBale11', u'ConnorMcMullen1', u'LaidbackLuke', u'JoshhBell07', u'TopInventionss', u'bradmaddison1', u'iamdiddy', u'BBCMOTD', u'RochelleHalsall', u'virgingalactic', u'BrettC96', u'rickyrozay', u'iamwill', u'george1boateng', u'Beyonce', u'GNev2', u'fizzer18', u'Chrissttopherr', u'JoeCorness', u'JOE_UK_FOOTBALL', u'SciencePorn', u'ellisrobinson_3', u'wossy', u'Imaginedragons', u'TigerStats', u'Sips_', u'KPBofficial', u'XabiAlonso', u'RichardHammond', u'instagram', u'Aidan1009', u'OfficialEl92', u'DRFCjim94', u'DizzeeRascal', u'JarvisLewis', u'CalebFln', u'2011JT', u'Scotty_Sinclair', u'neymarjr', u'CHARLIEM0RGAN', u'MCFC', u'Abby_1994', u'MasonCook17', u'antijokeapple', u'SoPunnyy', u'ambermahon_', u'Robinho', u'JonoMargetts', u'meganfox', u'fabiocannavaro', u'juanmata8', u'dembabafoot', u'PornEdits', u'fmuamba', u'FIFAcom', u'Curtisjfeast', u'Wraydio', u'MattyRalph97', u'ellis290698', u'IsNiall', u'stockogk1313', u'FALCAO', u'hannahwebster95', u'beccagreen1994', u'sophiesimpkin', u'KatieParfitt', u'laurengricexx', u'Fee_Smyllie', u'k3zlar', u'KrisWhinf', u'jessicagelder', u'chloemckevittt', u'simpsonLUFC', u'jordanking39', u'BethAClark95', u'Bean_DRFC', u'JeremyClarkson', u'MessiStats', u'FunguusLunch', u'bobbyziyaei', u'acmilan', u'BurtonLeon_', u'lilf94', u'MaverickSabre', u'natashacopp', u'shanon_butler', u'JRutherford15', u'kelsamarie_', u'LVanDome', u'SethMacFarlane', u'CalvinHarris', u'Wretch32', u'ItsZephEllis', u'ParksMitchel', u'TheMasey', u'psy_oppa', u'AndyTestimonial', u'Elmo_27', u'BBCR1', u'AwesomeMattC', u'judskiw7', u'TinieTempah', u'rihanna', u'HaydnTomlinson', u'xoNicoleScherzy', u'BlakeStenton', u'BradSanderson94', u'chellooooooo', u'mcphersonSWFC', u'ryannheath', u'Bradleykirkham', u'Xbox', u'TheRealAC3', u'kyleemorrell', u'BryonyCatt', u'AmberPidgeon', u'aamydavies', u'Nathanpreen', u'Lion_Hat', u'JakeMcPhersonn', u'Podolski10', u'Ludacris', u'Jaaack_Jc', u'michkeegan', u'Cristiano', u'BigSean', u'2chainz', u'Jeezy', u'Persie_Official', u'keirasr95', u'Charles_HRH', u'Mojang', u'4PlanB', u'EvaLongoria', u'FootballFunnys', u'sonealuko', u'EASPORTSFIFA', u'danielsnowball1', u'soniansteve', u'Adamcarrick123', u'hazeymufc', u'gibble2', u'KarlPilkinquote', u'realjknoxville', u'tomhanks', u'MsRebeccaBlack', u'luke11campbell', u'Mo_Farah', u'J_Ennis', u'SnoopLion', u'aguerosergiokun', u'tararichardsx', u'SportHumour', u'amirkingkhan', u'Markcullen21', u'21LVA', u'RitaOra', u'tlemco', u'AGibble', u'SkyBetChampo', u'wizkhalifa', u'SnoopDogg', u'jackwhitehall', u'SkySportsNewsHQ', u'Carles5puyol', u'hollywills', u'frankieboyle', u'TheLadBible', u'PEJ_', u'Doweyyy', u'TomasSimpson13', u'chris_kammy', u'Alex_OxChambo', u'NDJ_Official', u'JoleonLescott', u'VincentKompany', u'HarryWeath', u'deadmau5', u'MusclesGlasses', u'HullCityKits', u'notch', u'MyTruelad', u'richardbranson', u'lemontwittor', u'smosh', u'S_C_', u'djkhaled', u'A9Mac', u'HarleyPlays', u'ThomasCairney', u'piersmorgan', u'GaryLineker', u'WayneRooney', u'DWindass10', u'IAMFRIMPONG26', u'ProSyndicate', u'TheRealDevvo', u'RichGarcia19', u'cesc4official', u'willako16', u'MikeTyson', u'rioferdy5', u'LilTunechi', u'JackHancock_UK', u'JimmyDRFC', u'HullCity', u'SkySportsMobile', u'chrisbrown', u'kanyewest', u'KSIOlajidebt', u'themichaelowen', u'example', u'Lord_Sugar', u'Craigfagan7', u'kylewalker2', u'skybluelewy', u'JackJohnson95', u'markoxley1', u'jamiedevitt20', u'Ledgewithatash', u'Joey7Barton', u'KingJames', u'charliesheen']"
Noreen TranceCat,2697913410,,,Yakutsk,en,707,395,93272,Fri Aug 01 10:30:02 +0000 2014,False,False,RT @darrenhayes: Trump goons punched this young female artist in the face because of her artwork https://t.co/ZeY3Tw1LmT https://t.co/V5Yi2…,727793714333028353,Wed May 04 09:35:17 +0000 2016,0,False,24,en,,[],"[{u'url': u'https://t.co/ZeY3Tw1LmT', u'indices': [97, 120], u'expanded_url': u'http://reverbpress.com/news/trumps-america-woman-who-painted-naked-trump-beaten-by-his-goons/', u'display_url': u'reverbpress.com/news/trumps-am\u2026'}]","[u'BorgeousMusic', u'boomjinx', u'astro_timpeake', u'FlashoverRec', u'astro_tim', u'djsergiblue', u'TheRnRDiaries', u'VINAIofficial', u'EDMNYC', u'theelliottsband', u'bennicky', u'rubenderonde', u'dannic', u'djoliversmith', u'AlexDVBBS', u'ChrisDVBBS', u'itslukebond', u'john_dahlback', u'Suspect44', u'FLOSSTRADAMUS', u'DJGNote', u'drewtaggart', u'phil500', u'marksixma', u'natalie_gioia', u'RSPCAVIC', u'AimoonMusic', u'MrProbz', u'thomashayesdj', u'JasonRossOfc', u'JaneFallon', u'GarudaHQ', u'greysonchance', u'Robbins_Ent', u'CNN', u'StationCDRKelly', u'TotemTrance', u'NytrixMusic', u'yottomusic', u'Bret_e_Boy', u'3LAU', u'rukes', u'likemike', u'dimitrivegas', u'meowingtons_pHd', u'ADE_NL', u'dancingastro', u'disclosure', u'SneijderMusic', u'bryankearney', u'mwachtel', u'LorenoMayer1', u'MrTommyLand', u'Spain_RM', u'davidguetta', u'Lane8music', u'pamfoundation', u'grummmusic', u'lookatf', u'Brandon_Pettitt', u'AWTMusic', u'ApekOfficial', u'AmirTunes', u'reinforced', u'KSHMRmusic', u'justinbieber', u'NASHOVERSTREET', u'Joel_Fletcher', u'ZacEfron', u'killthenoise', u'Creamfields', u'Cru4h', u'ConsiderMeDead', u'ChrisBrewington', u'Lyric_EDM', u'troyesivan', u'mashbuk', u'djsnake', u'Edm_Talk', u'digitalmilitiaa', u'RubyRose', u'jewelzandsparks', u'RazNitzan', u'DILLONFRANCIS', u'LJAyrten', u'LushandSimon', u'sonymusicmexico', u'Hardwellonair', u'iBluestone', u'kurtiswadelive', u'IS_Foundation', u'cnnbrk', u'EDC_LasVegas', u'Mat_Zo', u'deadmau5', u'WhatSoNot', u'JenReneMusic', u'Roxanne_Emery', u'the_prodigy', u'BenGoldMusic', u'TheChainsmokers', u'U2', u'EzeeeCardenas', u'pakalupapito', u'djrye', u'MAJORLAZER', u'Knightcartoons', u'ClubBanditz', u'pachasydney', u'MELANIEFONTANA', u'dodo', u'DoornRecords', u'Bassjackers', u'GOttaviani', u'Melbourne', u'CameronWalker', u'PierceFulton', u'awonderdj', u'WaldenOfficial', u'MaxVangeli', u'DonDiablo', u'MichaelBrun', u'Audien', u'Vicetone', u'DenizKoyu', u'GenixDJ', u'iEDMOfficial', u'Smartraveller', u'Bobina', u'coachella', u'onelove', u'Anjunadeep', u'DaveTritonal', u'SpacePicsHQ', u'AstroSamantha', u'LIONAID', u'MinistryAUS', u'CasablancaRecs', u'Uberjakd', u'jencarlosmusic', u'musicalfreedom', u'billboard', u'HuffingtonPost', u'chrisroytaylor', u'jdgthatsme', u'umusicAU', u'DepressedDarth', u'UmmetOzcan', u'RevealedRec', u'Will_Holland', u'FsoeRecordings', u'NASA', u'AvalonHollywood', u'passionpit', u'wearegalantis', u'HasitNanda', u'DjKronic', u'kaskade', u'ultra', u'generik_dj', u'ignacioval', u'paulvinitsky', u'Photographer_PR', u'willatkinsonyes', u'Carl_Cox', u'Bjorn_Akesson', u'ArcticMoonMusic', u'estivamusic', u'DVBBS', u'TranceFansClub', u'audreygallagher', u'taniazygar', u'madeon', u'tranceprojectau', u'TheDanielKandi', u'djhavanabrown', u'MTVAUSTRALIA', u'diplo', u'ARUNA_official', u'FatwaveMusic', u'Andrew_Rayel', u'AshWallbridge', u'JakeWeberMusic', u'Parazhit', u'OliverHeldens', u'JonMendelsohn', u'TranceInter', u'nickyromero', u'CalvinHarris', u'vanditrecords', u'devinnashmusic', u'BolierMusic', u'andrew_lund', u'pauloakenfold', u'christianburns_', u'Mainstage_Music', u'jaytechmusic', u'andrewbayer', u'R3HAB', u'dirtysouth', u'KOMESy', u'_AMFofficial', u'TenishiaMusic', u'popovmusic', u'flumemusic', u'trancetrolls', u'Ministry_Live', u'pekingduk', u'djtigerlily', u'Australia', u'DavidGravell', u'DjSkylineMIA', u'Beatnightmx', u'FAINAL', u'MarioRolls', u'tomorrowland', u'gregtishmusic', u'beatport', u'iansomerhalder', u'kanyewest', u'edmtunes', u'steveaoki', u'EDMLounge', u'knifepartyinc', u'Enhanced_Music', u'jamesanjunadeep', u'abgrouptherapy', u'CFA_Updates', u'CatsProtection', u'SimonsCat', u'TranceAttack', u'nuriaq', u'RMAKTA2', u'Alesso', u'SandervanDoorn', u'FerryCorsten', u'Matt_Darey', u'NickChicane', u'Super8Tab', u'KyauAndAlbert', u'_protoculture', u'MaxGraham', u'GabrielNDresden', u'NickSember', u'RichardBedford', u'TrevorGuthrie', u'arty_music', u'richsolarstone', u'Tritonal', u'SeanTyas', u'omniamusic', u'TheTweetOfGod', u'jonogrant', u'thereadyset', u'thereaIbanksy', u'AlexZiabko', u'DalaiLama', u'SHOWTEK', u'nervomusic', u'HARDWELL', u'atbandre', u'SubcultureJOC', u'AlexMORPH', u'cosmicgate', u'JOCofficial', u'djsammy', u'ultrarecords', u'ministryofsound', u'cevinfisher', u'rank1official', u'SiedVanRiel', u'betsielarkin', u'scorpio_music', u'MartinGarrix', u'Zedd', u'blackbeatt', u'AVARecordings', u'perfectorecords', u'TheScript_Danny', u'AndresFresko', u'edmphotosworld', u'Avicii', u'paavo_s', u'tonymcguinness', u'coldplay', u'Axwell', u'realdjPAIGE', u'AFPmedia', u'AlanaAldeaMusic', u'thescript', u'laurentbaheux', u'9NewsAUS', u'AnimalsAus', u'lionwhispererSA', u'OZGAmusic', u'rickygervais', u'SachaVibes', u'_tatianadelgado', u'EmpireOfTheSun', u'emhewitt', u'DashBerlinWorld', u'illuminaughtyUK', u'Optikosbeats', u'ricky_martin', u'SpaceMusicFM', u'9NewsMelb', u'VictoriaPolice', u'timmytrumpet', u'WillSparks', u'DJmag', u'AdamJensenMusic', u'inthemix', u'viciousrecs', u'SOLREPUBLIC', u'porterrobinson', u'PAULVANDYK', u'Official_JES', u'thumpthump', u'djmagcanada', u'darrenhayes', u'Ingrosso', u'SteveAngello', u'LaidbackLuke', u'BT', u'asot', u'Armada', u'anjunabeats', u'BlackHoleRec', u'MissCNovelli', u'SusanaVocalist', u'AnaCriadoMusic', u'Jano_music', u'marlo_music', u'roger_shah', u'afrojack', u'tiesto', u'WandWmusic', u'DJAndyMoor', u'orjan_nilsen', u'alyandfila', u'arminvanbuuren', u'MarkusSchulz', u'DashBerlin', u'aboveandbeyond', u'garethemery']"
iACADEMY,24873795,"A college in Makati City that offers specialized courses in the field of Computing, Business and Design.","Makati City, Philippines",Hong Kong,en,1419,579,1620,Tue Mar 17 12:27:55 +0000 2009,False,False,"The Force is strong with this artwork by our iACADEMY student Alexandra Mae Dela Cruz. :) Happy Star Wars day,... https://t.co/xsQbxKAkRQ",727799940823441408,Wed May 04 10:00:02 +0000 2016,0,False,0,en,,[],"[{u'url': u'https://t.co/xsQbxKAkRQ', u'indices': [114, 137], u'expanded_url': u'http://fb.me/4zQcCoLx6', u'display_url': u'fb.me/4zQcCoLx6'}]","[u'COMELEC', u'ljkalaw', u'kylexsarte', u'wetermelen', u'rhysantiago', u'indieket', u'geekmatic', u'AustinTuana', u'CeejayKnowsIt', u'MikaRegala', u'britztorres', u'drevfiesta', u'sanscrimson', u'PrimeBelen', u'chiccochicchico', u'ydrev', u'vine', u'LexiSchulze', u'SteffinitelyMe', u'Net25TV', u'riyahbaylon', u'orangearthouse', u'PTViconnect', u'JDianzon', u'rotigirl2901', u'kimynator', u'FlywithMskie', u'nickola1212', u'ksinco', u'theejay_sama', u'PapaRomeeeee', u'marky_teddy', u'HeyitsmeCINDY26', u'neilspwn', u'clarkey_natalia', u'yatchangg', u'xantababy', u'_Katrinuuuuh', u'Trishessssss', u'Real_PriNcesS04', u'junnieeeeeee', u'ralphmangahas', u'JustAzil', u'denzelsoto', u'HatersAreLoving', u'KishalynAlex', u'XtraRyce', u'marckymg', u'DMpjodionis97', u'NyleCauli', u'damimperialazur', u'jaydeegarcia', u'StayStokedPat', u'rchllx', u'memeeeeeeen', u'rJay07', u'pizarrajohn', u'claichan', u'chzaa_', u'sizimon', u'GustaveCruz', u'iyvesverzon', u'chelspackay', u'FonzDelaCruz', u'facebook', u'misscamro', u'Himynameischico', u'JaiiOhh', u'djaranda_', u'Joshiiieeeee', u'Mungkahi', u'gelosaci', u'YouTube', u'angelesamiel', u'onglima', u'yroshiokuda', u'jampphong', u'yamberger', u'agottims', u'yassietots18', u'JuanSimbulan', u'Giulzee', u'iMackx', u'halloevans', u'itsmeZophieee', u'danaQcumber', u'emzhush', u'_preciosa_aa', u'kathniel_arofo', u'FABskincare', u'castuspee', u'alextherfran', u'marcospiaaa', u'Leganite', u'ArhedonLoL', u'bernaldezglaiza', u'carlosscuesta', u'CookaysAndCream', u'erickafabian', u'kero_kira', u'rolf_aidal', u'RoiVivo', u'GaaabMC', u'hansel_07', u'lirpachoo', u'Lanceedeleon', u'nekolava', u'jeremieannho', u'joeperez93', u'Junah__', u'KurtMatDilanLee', u'toffmendozame', u'filipinathrives', u'smiley_banana09', u'bogzdgreat', u'PAPACarlBurog', u'OfficeFab', u'15Eurmai', u'bjj0108', u'GoodShitMiggy', u'daniglassjaw', u'Digicon6Phil', u'cielyyyfish', u'erinasuncion', u'Kateeezzz', u'lestersaldivar', u'LJSeeYouSoon', u'dowminguo', u'roquestoneworks', u'DeiMegane', u'jeypibi', u'joc_no', u'ralphklapps', u'whatthekath', u'triciamtnghn', u'isheereeen', u'jazzzbernas', u'bmtanyag', u'joannetinsay', u'M0noCr0Me', u'inah_bebe', u'joeyologyph', u'mafytaps', u'damiankingston1', u'JReynancia', u'tashanesss', u'beebeelace', u'kevinabelaa', u'pawwlow0150', u'christianGabM', u'Renitha_Luciana', u'nicamagnaye', u'nicklavarias', u'chelcagbay', u'absbellen', u'jeremiah_aaron', u'meetzui', u'AnneRaineSelner', u'JptCastillo', u'chupols', u'JasonRevolledo', u'Shyyyramae', u'missmomoxhien', u'DaFlyingBunny', u'WizParazoom', u'wazabeh', u'EdwinRaflores', u'BrailDy', u'sunshine1883', u'babyboy_g8', u'PAOtatoe', u'EvanJocson', u'JillianMendoza', u'itsmekhrngzmn', u'JeffreyTNucum', u'JesterFernando', u'Aigoo_IU', u'MPaoash', u'jeyenlimtidon', u'kaltekk', u'joantono', u'Rexydoodle24', u'alba', u'tinpixie', u'venuslovess', u'jonasdiego', u'DanielDulay23', u'visual_BOOM', u'lemons0uda', u'krisestrada_', u'InnaPauleen16', u'Hgeraldizo', u'its_SuperEmman', u'abidolon', u'DandiGalvez', u'amiiruramos', u'StevenAlbarillo', u'ady_lainne', u'poggijude', u'Archeia_Nessiah', u'LiQUiDPiXOL', u'Artmaniac_Abstr', u'EdgeWisePH', u'Mackielmore', u'MMDA', u'dost_pagasa', u'AlodiaAlmira', u'OrangeMagTV', u'amoytsiko', u'ikabodganda02', u'impulsive08', u'jammysweety', u'JoshuaFurbeyre', u'vicegandako', u'GMANewsResearch', u'treepufferBAM', u'doitcruz', u'noel4037', u'SanguineBunny', u'pjshotwell', u'mariaanapot', u'rmoniqueflo', u'Nomer9', u'biankikay00', u'Legendaryjulius', u'PapaBearnon', u'angelalovendino', u'ErinLexz', u'charlenemiee', u'gonzalestim', u'jessenocom', u'Angltpaz', u'lenirva', u'thonforget', u'esbjournal', u'baconietor', u'Carvey_sam', u'kimberlysanto20', u'imnicoleprado', u'TsarBV', u'LKoscadela', u'eixirtmai', u'arianabagtas', u'piggojam', u'TheDigitalFood', u'almacala1976', u'makolmagana', u'CroquisMagenta', u'MSPSMT', u'uluria2', u'gillianbree_', u'gielleds', u'migueltabut', u'ThinkDesign', u'LaurenKitsune', u'DeviantArt', u'Portugal666', u'ChenCheneneeen', u'Ricobiancaaa', u'johnvytiaco', u'anshichie07', u'yelyahwilliams', u'marcoocampo', u'mannylen', u'eynjel031894', u'JharieFulcherCo', u'emmanuelalfiler', u'jannlorence', u'heyitspapple', u'lovekosichucky', u'itsalexistm', u'trismeister', u'ChineseMovieFan', u'levonschroider', u'PaoloStroodles', u'tasteoffury', u'DynamiteBazaar', u'sheilaOng', u'madammemango', u'mimiMichaG7', u'bryanhocson', u'maann_sharla', u'Neeshole', u'bukoshakee', u'TeatroKo', u'bunniekitty', u'spidvid', u'twitter', u'michrollom', u'caaamsandoval', u'katserdon', u'rexreks', u'itsmeayiieee', u'sixpaths666', u'Simplygailaby', u'sheridanrosero', u'_coleenb', u'Kyel_Loren', u'Qriticallyme', u'gabgabramos', u'Bodskiee', u'mnqAWSM', u'scazalbao', u'shebenx', u'tarasomewhere', u'MikeCortezTorre', u'amachiikyo', u'amamycisco', u'iwannagosurfin6', u'JoyceBelen4', u'itsmeRamLimpao', u'ellgregoraiz', u'shannapple', u'paupaupaupaulo', u'ma_aarts', u'potatoomunchkin', u'kengvicente', u'ewwwonxD', u'pechristopher', u'meekeemeek', u'_newukyun96', u'japrtorres', u'KatrinaLae', u'che_pamposa', u'IamLMCarco', u'crimsonfirebolt', u'migoy', u'emedel_', u'anthophilic', u'alexxxeii', u'loraineangeles', u'jengysuarez', u'skywalkergirl', u'danielinactive', u'decxfstyles', u'JuliieValencia', u'mauichuahua', u'Yasmeena7777', u'joarragalang', u'JonnelTabs', u'HanneHust', u'ayiedelrosario', u'ellbico', u'creepwalk', u'abbysoleil', u'AlvinIdica', u'lylekaiklian', u'pbbbbq', u'FrostLoop', u'johnnyisorena', u'yengwildfree', u'charlesmacasaet', u'MaLyzaErica', u'DSalmer', u'chrstnOWEN', u'monvazy', u'dimacNcheese', u'iamshinonymous', u'fgpineda01', u'maits18', u'paololeano', u'BeBzG', u'jpmndp', u'WeirdoKarla', u'AironRubio', u'ysmaelthomas', u'cedricktabares', u'u2navarro', u'mimilonline', u'Gelokerz', u'espinoJOHNPAUL', u'rov012076', u'wanderlovepatti', u'pageman', u'jehu2007', u'Mykarocknrollin', u'johnarell', u'SpaWhereverYouR', u'crisQWERTuyIOP', u'starlitgrove', u'ysabelpal', u'umphbamf', u'kasuouh', u'jsyviz', u'ImmanRiddle', u'lemonique07', u'guyaban0', u'icesalvosa', u'curlingupann', u'raynald024', u'khristine87', u'pinoywebdevelop', u'Ako_si_ben', u'edsonski', u'WebmaxIT', u'combathero', u'twittkins', u'FosterMe_1DTWD', u'iBynamite', u'gifmagno', u'PAMdaflores', u'iACADEMYLibrary', u'zenki_1320', u'raineeran', u'Avi_Mendoza', u'eireensuxx', u'anjgarong', u'karencatearabit', u'iamraluna', u'nismocho', u'ronivalle', u'thedoofusface', u'aztigsichrist', u'6764clothing', u'tecu_pad', u'zupxian', u'KalvinFive', u'karlOlrak', u'joshuamaguila', u'cygnetsflyhigh', u'heyitsjow', u'JRArafol123', u'Manilasocial', u'athenatria', u'gilbertroyalva', u'artisticzander', u'iamalyanna', u'Mark_genji13', u'kurtfloresca', u'ohlalapau', u'hachanleo', u'archportia', u'teygeo1', u'djbfronteras', u'yankeedoodledoo', u'MarcTimothy', u'candicebacas', u'ginowskie', u'ciitph', u'TonyM1024', u'KitQuiba', u'jamielaurice', u'KevinCrisostomo', u'ooohjosh', u'mattllovido', u'CJsmyName28', u'MistTripleG', u'jaztinecalderon', u'KeiFlyyy', u'carlosmcnuggets', u'JoanneGoOng', u'aebib', u'jestangan', u'cheeneyreyes', u'gioordan_cedric', u'JYuKise', u'iyahmarquez18', u'amrieabegail', u'Eley_Pogi', u'braineejuice', u'VyMauricio', u'bavarriane', u'Clark_Macapanas', u'anndidums', u'imnicocruz', u'errellnino', u'thewalkingJEaD', u'isabelo_parena', u'TerenceNorbert', u'JavaChipYo', u'awesomeRcee_Lau', u'AndreaMusika', u'minababy2001', u'jensidney_RN', u'_cabbagepach', u'lifecrack', u'Alexis_Anne31', u'mkervas', u'wynsliememe', u'itprosasia', u'jap_padua', u'RamXCore', u'FranAdvincula', u'czhaczha', u'iAcademy_Minute', u'carylouiseee', u'maarksaavedra', u'CocoVanillaRoad', u'josebuttowski', u'aavo74', u'igue0125', u'LosTweeting', u'teano_pat', u'verniqueband', u'kevin_maniago', u'TofSalcedo', u'_adnande', u'rodynares', u'RaymondSoriano5', u'mayuki018', u'rhodzx21', u'cristinepaler', u'winkydoo23', u'ailovesdancing', u'gelico22', u'Oprah', u'andimanzano', u'jason_mraz', u'docriza', u'ramonbautista', u'karlytopss', u'BelleOrcullo', u'inquirerdotnet', u'ANCALERTS', u'gmanewsbreaking', u'forkendbeans', u'tygerlealy', u'Sug4rfr34k', u'diond301', u'ozlecreversed', u'renbardos', u'ranen00', u'heyvinz', u'ishinozaki', u'NerCubes', u'Beayoncey', u'maluzmanalo', u'SeanLavoo', u'PauloEsquivias', u'aisirc', u'switsmoker', u'jeanneharn', u'juddstamaria', u'chrisyuhoo', u'DXylvia', u'kevinloveskate', u'mireitan', u'arliedavid', u'iamsuperan', u'jiro020', u'ninaf01', u'gmanews', u'maypasokba', u'BuzzyBirdy', u'iACADEMY_SEAL', u'bac1025', u'mawietolete', u'clennsy', u'l_ee', u'ilovejamyl', u'mackyespino', u'blackcrow_rn', u'mdtalcala', u'shuckshack', u'pilone321', u'akanaj_19', u'focoma', u'mylkalovesyou', u'JbStaAna', u'twitnginanyo', u'jpdelatorre', u'lifedawn', u'nilskyuno', u'jazzper09', u'prettyhazelynsy']"
